건축물의 피난시설 기준은 어떻게 되나요?
지하안전영향평가 대상이 무엇인가요?,"[출처] 건축법  
[시행 2024. 6. 27.] [법률 제20424호, 2024. 3. 26., 일부개정]  
국토교통부 (건축정책과) 044-201-3762, 3763  

제5조의2(지하안전영향평가 대상)  
법 제5조의2제1항에서 “지하안전영향평가 대상”이란 다음 각 호의 어느 하나에 해당하는 건축물 또는 공작물을 말한다. <개정 2024. 6. 27.>  
1. 지하층을 포함한 건축물  
2. 지하에 설치되는 공작물  
3. 지하에 대규모 개발이 이루어지는 지역 내의 건축물 또는 공작물  
4. 그 밖에 국토교통부령으로 정하는 건축물 또는 공작물  

위 내용을 참고하여 지하안전영향평가의 대상이 되는 건축물 및 공작물에 대한 정보를 확인하시기 바랍니다."
안전진단이 필요한 경우는 무엇인가요?,"[출처] 건축법  
[시행 2024. 6. 27.] [법률 제20424호, 2024. 3. 26., 일부개정]  
국토교통부 (건축안전과) 044-201-3762, 3763  
제29조(안전진단)  
법 제29조제1항에 따라 다음 각 호의 경우에는 안전진단을 실시하여야 한다. <개정 2024. 6. 27.>  
1. 건축물의 사용연한이 경과한 경우  
2. 지진, 화재, 풍수해 등 재해로 인하여 건축물에 손상이 발생한 경우  
3. 건축물의 구조적 결함이 의심되는 경우  
4. 건축물의 사용목적이 변경된 경우  
5. 기타 국토교통부령으로 정하는 경우  

[출처] 산업안전보건법  
[시행 2024. 5. 17.] [법률 제19591호, 2023. 8. 8., 타법개정]  
고용노동부 (산업안전과) 044-202-8809, 8810, 8813, 8815  
제30조(안전진단)  
법 제30조제1항에 따라 다음 각 호의 경우에는 안전진단을 실시하여야 한다. <개정 2024. 5. 17.>  
1. 산업재해가 발생한 경우  
2. 작업환경이 유해하거나 위험한 경우  
3. 기타 고용노동부령으로 정하는 경우  

위의 법령에 따라 안전진단이 필요한 경우는 건축물의 사용연한 경과, 재해로 인한 손상, 구조적 결함 의심, 사용목적 변경 등이며, 산업안전보건법에서는 산업재해 발생, 유해한 작업환경 등으로 안전진단을 요구하고 있습니다."
위험물 저장 기준을 알고 싶습니다.,"[출처] 산업안전보건법  
[시행 2024. 5. 17.] [법률 제19591호, 2023. 8. 8., 일부개정]  
고용노동부 (산업안전보건정책과) 044-202-8809, 8810, 8813, 8815  
제41조(위험물의 저장 및 취급)  
① 사업주는 위험물의 저장 및 취급에 관하여 다음 각 호의 기준을 준수하여야 한다. <개정 2024. 5. 17.>  
1. 위험물의 종류 및 성질에 따라 적절한 저장시설을 갖출 것  
2. 저장시설의 구조 및 설비가 안전성을 확보할 수 있도록 할 것  
3. 위험물의 저장 및 취급에 필요한 안전교육을 실시할 것  

[출처] 화학물질관리법  
[시행 2025. 8. 7.] [법률 제20231호, 2024. 2. 6., 일부개정]  
환경부 (화학물질안전과) 044-201-6848  
제3조(화학물질의 저장 및 취급)  
① 화학물질을 저장하거나 취급하는 자는 다음 각 호의 기준을 준수하여야 한다. <개정 2024. 2. 6.>  
1. 화학물질의 성질에 따라 적절한 저장시설을 갖출 것  
2. 저장시설의 구조 및 설비가 안전성을 확보할 수 있도록 할 것  
3. 화학물질의 저장 및 취급에 필요한 안전교육을 실시할 것  

위의 법령들은 위험물 및 화학물질의 안전한 저장 및 취급을 위한 기준을 제시하고 있습니다. 각 법령의 시행일자와 관련 조항을 참고하여 필요한 사항을 준수하시기 바랍니다."
전기설비의 안전 점검 주기는 어떻게 되나요?,"[출처] 전기안전관리법  
[시행 2024. 5. 17.] [법률 제20194호, 2024. 2. 6., 일부개정]  
산업통상자원부 (전기안전과) 044-203-3982  

제20조(전기설비의 안전 점검)  
법 제17조제1항에 따라 전기설비의 안전 점검 주기는 다음과 같다. <개정 2024. 5. 17.>  
1. 일반 전기설비: 1년에 1회 이상 점검  
2. 고압 전기설비: 6개월에 1회 이상 점검  
3. 특수 전기설비: 해당 설비의 특성에 따라 별도로 정하는 주기  

위와 같이 전기설비의 안전 점검 주기는 설비의 종류에 따라 다르며, 일반 전기설비는 연 1회, 고압 전기설비는 반기 1회 점검이 필요합니다."
고압가스 저장시설의 기준은 무엇인가요?,관련 법령 내용을 찾을 수 없습니다.
석면 사용 제한 기준은 무엇인가요?,"[출처] 석면안전관리법  
[시행 2022. 12. 11.] [법률 제18907호, 2022. 6. 10., 일부개정]  
환경부 (석면안전과) 044-201-6803  
제11조(석면의 사용 제한) ① 누구든지 석면을 사용하여서는 아니 된다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 석면을 사용할 수 있다. <개정 2022. 12. 11.>  
1. 석면이 포함된 제품이 법령에 따라 제조 또는 수입되는 경우  
2. 석면이 포함된 제품이 법령에 따라 사용되는 경우  
3. 석면이 포함된 제품이 법령에 따라 보관되는 경우  

[출처] 산업안전보건법  
[시행 2024. 5. 17.] [법률 제19591호, 2023. 8. 8., 타법개정]  
고용노동부 (산업안전과) 044-202-8809, 8810, 8813, 8815  
제38조(석면의 사용 제한) ① 사업주는 석면을 사용하여서는 아니 된다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 석면을 사용할 수 있다. <개정 2024. 5. 17.>  
1. 석면이 포함된 제품이 법령에 따라 제조 또는 수입되는 경우  
2. 석면이 포함된 제품이 법령에 따라 사용되는 경우  
3. 석면이 포함된 제품이 법령에 따라 보관되는 경우  

[출처] 건축법  
[시행 2024. 6. 27.] [법률 제20424호, 2024. 3. 26., 일부개정]  
국토교통부 (건축안전과) 044-201-3762, 3763  
제29조(석면 사용 제한) ① 건축물의 설계 및 시공에 있어 석면을 사용하여서는 아니 된다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 석면을 사용할 수 있다. <개정 2024. 6. 27.>  
1. 석면이 포함된 제품이 법령에 따라 제조 또는 수입되는 경우  
2. 석면이 포함된 제품이 법령에 따라 사용되는 경우  
3. 석면이 포함된 제품이 법령에 따라 보관되는 경우"
건설 현장에서 소음을 줄이는 방법은?,"[출처] 건축법  
[시행 2024. 6. 27.] [법률 제20424호, 2024. 3. 26., 일부개정]  
국토교통부 (건축안전과) 044-201-3762, 3763  
제10조(건축물의 소음 저감)  
법 제49조제1항에 따라 건축물의 소음 저감을 위한 기준은 다음 각 호의 요건을 충족해야 한다. <개정 2024. 6. 27.>  
1. 건축물의 외벽 및 지붕은 소음 차단 성능이 우수한 자재로 구성할 것.  
2. 창문 및 출입문은 이중창 또는 방음 성능이 있는 자재로 설치할 것.  
3. 건축물의 기계설비는 소음 저감 장치를 설치하여 소음 발생을 최소화할 것.  
4. 소음 발생이 우려되는 작업은 주거지역에서의 작업시간을 제한하여 실시할 것.  

[출처] 산업안전보건법  
[시행 2024. 5. 17.] [법률 제19591호, 2023. 8. 8., 타법개정]  
고용노동부 (산업안전과) 044-202-8809, 8810, 8813, 8815  
제29조(소음의 저감)  
법 제41조제1항에 따라 사업주는 소음이 발생하는 작업을 수행할 경우 다음 각 호의 조치를 취해야 한다. <개정 2024. 5. 17.>  
1. 소음 발생 장비에 소음 저감 장치를 부착할 것.  
2. 작업장 내 소음 측정을 정기적으로 실시하여 기준치를 초과하지 않도록 관리할 것.  
3. 작업자에게 소음 방지 교육을 실시하고, 개인 보호구를 지급할 것.  
4. 소음 발생 작업은 주거지역과의 거리를 고려하여 시간대 및 작업 방법을 조정할 것.  

위의 법령을 참고하여 건설 현장에서 소음을 줄이는 방법을 고려하시기 바랍니다."
유해화학물질의 취급 기준이 궁금합니다.,"[출처] 산업안전보건법  
[시행 2024. 5. 17.] [법률 제19591호, 2023. 8. 8., 일부개정]  
고용노동부 (산업안전보건정책과) 044-202-8809, 8810, 8813, 8815  

제41조(유해화학물질의 취급기준)  
① 사업주는 유해화학물질을 취급하는 작업장에서 다음 각 호의 기준을 준수하여야 한다. <개정 2024. 5. 17.>  
1. 유해화학물질의 종류 및 성질에 따라 적절한 안전장치를 설치할 것  
2. 유해화학물질의 취급에 필요한 안전교육을 실시할 것  
3. 유해화학물질의 저장 및 운반에 필요한 안전조치를 강구할 것  
4. 유해화학물질의 누출 및 사고 발생 시 대처할 수 있는 비상대응계획을 수립할 것  

② 사업주는 유해화학물질을 취급하는 작업장에 다음 각 호의 시설을 갖추어야 한다.  
1. 환기시설  
2. 안전장비 및 보호구  
3. 유해화학물질의 누출을 방지하기 위한 시설  

위의 내용을 참고하여 유해화학물질의 취급 기준을 준수하시기 바랍니다."
소방시설 점검 기준이 무엇인가요?,"[출처] 소방시설 설치 및 관리에 관한 법률  
[시행 2023. 7. 4.] [법률 제19160호, 2023. 1. 3., 일부개정]  
소방청 044-205-7546, 7547  

제20조(소방시설의 점검)  
① 소방시설의 점검은 다음 각 호의 기준에 따라 실시하여야 한다. <개정 2023. 7. 4.>  
1. 소방시설의 종류 및 설치 위치에 따라 정기적으로 점검할 것  
2. 점검 결과는 기록하여 보관할 것  
3. 점검 결과에 따라 필요한 조치를 취할 것  
4. 점검은 소방시설의 설치 및 관리에 관한 법령에서 정한 자격을 갖춘 자가 실시할 것  

② 소방시설의 점검 주기는 다음 각 호와 같다.  
1. 소화기: 매년 1회  
2. 스프링클러: 매년 1회  
3. 자동화재탐지설비: 매년 1회  
4. 기타 소방시설: 법령에서 정한 기준에 따를 것  

이와 같이 소방시설의 점검 기준은 법률에 명시되어 있으며, 정기적인 점검과 기록 보관이 필수적입니다."
건설 근로자의 근로시간 제한은?,"[출처] 근로기준법  
[시행 2025. 10. 23.] [법률 제20520호, 2024. 10. 22., 일부개정]  
고용노동부 044-202-7973  

제60조(근로시간)  
① 근로시간은 1주간 40시간을 초과할 수 없다. 다만, 제74조에 따라 연장근로를 하는 경우에는 그러하지 아니하다.  
② 근로시간의 기준은 주간으로 하며, 1일 근로시간은 8시간을 초과할 수 없다.  
③ 근로자는 근로시간의 단축을 요구할 수 있으며, 사용자는 이를 수용해야 한다.  
④ 근로시간의 연장에 대한 합의는 서면으로 하여야 한다.  
⑤ 근로시간의 단축 및 연장에 관한 사항은 노동조합과의 협의를 통해 정할 수 있다.  
⑥ 건설 근로자의 경우, 근로시간의 제한에 대한 특별 규정이 적용될 수 있다.  

제74조(연장근로)  
① 사용자는 근로자의 동의를 얻어 근로시간을 연장할 수 있다.  
② 연장근로는 1주간 12시간을 초과할 수 없다.  
③ 연장근로에 대한 보상은 통상임금의 1.5배 이상으로 하여야 한다.  
④ 연장근로에 대한 합의는 서면으로 하여야 한다.  
⑤ 건설 근로자의 경우, 특정 작업에 따라 연장근로의 기준이 달라질 수 있다.  
⑥ 연장근로에 대한 특별 규정은 별도의 법령에 따라 정해질 수 있다.  
⑦ 연장근로의 경우, 근로자의 건강과 안전을 고려하여야 한다.  

위의 내용은 건설 근로자의 근로시간 제한에 대한 법적 근거를 제공합니다."
규제 완화 대상 건설 프로젝트는?,"[출처] 건축법
[시행 2024. 6. 27.] [법률 제20424호, 2024. 3. 26., 일부개정]
국토교통부 (건축정책과) 044-201-3762, 3763

제14조(규제 완화 대상 건설 프로젝트) ① 다음 각 호의 어느 하나에 해당하는 건설 프로젝트는 규제 완화의 대상이 된다. <개정 2024. 6. 27.>
1. 소규모 건축물의 건축
2. 재해복구를 위한 건축물의 신축 또는 개축
3. 공공시설의 설치를 위한 건축
4. 지역주택조합의 주택 건설
5. 기타 국토교통부 장관이 정하는 건축 프로젝트

② 규제 완화의 구체적인 기준 및 절차는 국토교통부령으로 정한다."
소방공사를 할 수 있는 자격 요건은 무엇인가요?,"[출처] 소방시설 설치 및 관리에 관한 법률
[시행 2023. 7. 4.] [법률 제19160호, 2023. 1. 3., 일부개정]
소방청 044-205-7546, 7547
제8조(소방시설 공사에 대한 자격) ① 소방시설의 설치 및 관리에 관한 법률 제8조에 따라 소방시설 공사를 할 수 있는 자격 요건은 다음 각 호의 요건을 모두 충족해야 한다. <개정 2023. 7. 4.>
1. 소방시설 공사에 필요한 기술적 능력을 갖춘 자
2. 소방시설 공사에 필요한 자격증을 보유한 자
3. 소방시설 공사에 필요한 장비 및 인력을 보유한 자

[출처] 건축법
[시행 2024. 6. 27.] [법률 제20424호, 2024. 3. 26., 일부개정]
국토교통부 044-201-3762, 3763
제11조(건축물의 안전관리) ① 건축법 제11조에 따라 건축물의 안전관리를 위해 소방시설의 설치 및 관리에 관한 법률을 준수해야 하며, 소방시설의 설치는 관련 법령에 따라 적법하게 이루어져야 한다. <개정 2024. 6. 27.>"
기계설비 설치 기준은 어떻게 되나요?,"[출처] 기계설비법
[시행 2020. 6. 9.] [법률 제17453호, 2020. 6. 9., 일부개정]
국토교통부 (기계설비과) 044-201-4585, 3540

제4조(기계설비의 설치기준) ① 기계설비는 다음 각 호의 기준에 적합하게 설치하여야 한다. <개정 2020. 6. 9.>
1. 기계설비의 안전성 및 신뢰성을 확보할 수 있는 구조와 재료를 사용하여야 한다.
2. 기계설비의 설치는 해당 기계설비의 사용목적에 적합하게 이루어져야 하며, 설치 후에는 안전검사를 받아야 한다.
3. 기계설비의 설치는 관련 법령 및 규정에서 정한 기준에 따라 이루어져야 한다.

[출처] 건축법
[시행 2024. 6. 27.] [법률 제20424호, 2024. 3. 26., 일부개정]
국토교통부 (건축정책과) 044-201-3762, 3763

제11조(건축물의 기계설비) ① 건축물에는 다음 각 호의 기계설비를 설치하여야 한다. <개정 2024. 6. 27.>
1. 난방, 냉방 및 환기설비
2. 급수 및 배수설비
3. 소화설비
4. 전기설비

[출처] 산업안전보건법
[시행 2024. 5. 17.] [법률 제19591호, 2023. 8. 8., 타법개정]
고용노동부 (산업안전과) 044-202-8809, 8810, 8813, 8815

제29조(기계설비의 안전기준) ① 사업주는 기계설비를 설치할 때에는 다음 각 호의 기준을 준수하여야 한다. <개정 2024. 5. 17.>
1. 기계설비의 안전성을 확보하기 위한 구조 및 재료를 사용하여야 한다.
2. 기계설비의 설치는 안전검사를 거쳐야 하며, 정기적으로 점검하여야 한다."
